Project,Package,Class,Method,Smell,Description,Method start line no,File
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getEntryCount,Magic Number,The method contains a magic number: 2,1365,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAWeblogEntryManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,getMediaFileDirectoryByName,Long Statement,The length of the statement "TypedQuery<MediaFileDirectory> q=this.strategy.getNamedQuery("MediaFileDirectory.getByWeblogAndName"`MediaFileDirectory.class);" is 127.,381,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAMediaFileManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,getMediaFileDirectoryByName,Magic Number,The method contains a magic number: 2,381,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAMediaFileManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,getMediaFileByOriginalPath,Magic Number,The method contains a magic number: 2,425,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAMediaFileManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,searchMediaFiles,Complex Method,Cyclomatic complexity of the method is 22,530,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAMediaFileManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,searchMediaFiles,Long Statement,The length of the statement "whereClause.append(" AND EXISTS (SELECT t FROM MediaFileTag t WHERE t.mediaFile = m and t.name = ?").append(size).append(")");" is 126.,530,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAMediaFileManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,searchMediaFiles,Long Statement,The length of the statement "TypedQuery<MediaFile> query=strategy.getDynamicQuery(queryString + whereClause.toString() + orderBy.toString()`MediaFile.class);" is 128.,530,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAMediaFileManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,upgradeFileStorage,Complex Method,Cyclomatic complexity of the method is 9,669,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAMediaFileManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number,The method contains a magic number: 2,59,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAThreadManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number,The method contains a magic number: 3,59,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAThreadManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number,The method contains a magic number: 4,59,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAThreadManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number,The method contains a magic number: 5,59,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAThreadManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number,The method contains a magic number: 6,59,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAThreadManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number,The method contains a magic number: 7,59,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAThreadManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,unregisterLease,Magic Number,The method contains a magic number: 2,137,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAThreadManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,unregisterLease,Magic Number,The method contains a magic number: 3,137,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAThreadManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAAutoPingManagerImpl,removeAutoPing,Magic Number,The method contains a magic number: 2,76,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAAutoPingManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAPropertiesManagerImpl,initialize,Long Statement,The length of the statement "log.fatal("Failed to initialize runtime configuration properties." + "Please check that the database has been upgraded!"`e);" is 124.,65,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAPropertiesManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAPropertiesManagerImpl,getProperties,Long Statement,The length of the statement "List<RuntimeConfigProperty> list=strategy.getNamedQuery("RuntimeConfigProperty.getAll"`RuntimeConfigProperty.class).getResultList();" is 132.,100,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAPropertiesManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAPropertiesManagerImpl,initializeMissingProps,Long Statement,The length of the statement "log.info("Property " + propDef.getName() + " not yet in roller_properties database table` will store with "+ "default value of ["+ propDef.getDefaultValue()+ "`]");" is 164.,149,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAPropertiesManagerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAWebloggerImpl,JPAWebloggerImpl,Long Parameter List,The method has 20 parameters. ,43,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAWebloggerImpl.java
java,org.apache.roller.weblogger.business.jpa,JPAWebloggerImpl,JPAWebloggerImpl,Long Statement,The length of the statement "super(autoPingManager`bookmarkManager`indexManager`mediaFileManager`fileContentManager`pingQueueManager`pingTargetManager`pluginManager`propertiesManager`themeManager`threadManager`userManager`weblogManager`weblogEntryManager`oauthManager`feedFetcher`planetManager`planetUrlStrategy`urlStrategy);" is 296.,43,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAWebloggerImpl.java
java,org.apache.roller.weblogger.business.pings,WeblogUpdatePinger,sendPing,Long Statement,The length of the statement "LOGGER.debug("Executing ping to '" + pingTargetUrl + "' for website '"+ websiteUrl+ "' ("+ website.getName()+ ")"+ (variantOptions.isEmpty() ? "" : " with variant options " + variantOptions));" is 192.,92,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/pings/WeblogUpdatePinger.java
java,org.apache.roller.weblogger.business.pings,PingQueueProcessor,processQueue,Long Statement,The length of the statement "LOGGER.warn("WARNING: Skipping current ping queue processing round because we cannot yet determine the site's absolute context url.");" is 134.,74,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/pings/PingQueueProcessor.java
java,org.apache.roller.weblogger.business.pings,PingQueueProcessor,handlePingError,Long Statement,The length of the statement "LOGGER.debug("Error on ping attempt (" + pingQueueEntry.getAttempts() + ") for "+ pingQueueEntry+ ": ["+ ex.getMessage()+ "]. Will re-queue for later attempts.");" is 162.,159,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/pings/PingQueueProcessor.java
java,org.apache.roller.weblogger.business.pings,PingQueueProcessor,handlePingError,Long Statement,The length of the statement "LOGGER.warn("Error on ping attempt (" + pingQueueEntry.getAttempts() + ") for "+ pingQueueEntry+ ": ["+ ex.getMessage()+ "]. Entry will be REMOVED from ping queue.");" is 166.,159,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/pings/PingQueueProcessor.java
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Complex Method,Cyclomatic complexity of the method is 19,174,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Method,The method has 113 lines of code.,174,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement,The length of the statement "ThemeMetadataTemplateRendition standardTemplateCode=stylesheetTmpl.getTemplateRenditionTable().get(RenditionType.STANDARD);" is 123.,174,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement,The length of the statement "SharedThemeTemplate themeTemplate=new SharedThemeTemplate(themeMetadata.getId() + ":" + stylesheetTmpl.getName()`stylesheetTmpl.getAction()`stylesheetTmpl.getName()`stylesheetTmpl.getDescription()`contents`stylesheetTmpl.getLink()`new Date(templateFile.lastModified())`false`false);" is 282.,174,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement,The length of the statement "ThemeMetadataTemplateRendition standardTemplateCode=templateMetadata.getTemplateRenditionTable().get(RenditionType.STANDARD);" is 125.,174,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement,The length of the statement "ThemeMetadataTemplateRendition mobileTemplateCode=templateMetadata.getTemplateRenditionTable().get(RenditionType.MOBILE);" is 121.,174,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement,The length of the statement "throw new ThemeInitializationException("Couldn't load theme [" + this.getName() + "] template file ["+ templateFile+ "]");" is 122.,174,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement,The length of the statement "themeTemplate=new SharedThemeTemplate(themeMetadata.getId() + ":" + templateMetadata.getName()`templateMetadata.getAction()`templateMetadata.getName()`templateMetadata.getDescription()`contents`templateMetadata.getLink()`new Date(templateFile.lastModified())`templateMetadata.isHidden()`templateMetadata.isNavbar());" is 316.,174,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement,The length of the statement "SharedThemeTemplateRendition templateCode=createRendition(themeTemplate.getId()`templateMetadata.getTemplateRendition(type));" is 125.,174,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java
java,org.apache.roller.weblogger.business.themes,ThemeManagerImpl,ThemeManagerImpl,Complex Conditional,The conditional expression !themeDirFile.exists() || !themeDirFile.isDirectory() || !themeDirFile.canRead() is complex.,87,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManagerImpl.java
java,org.apache.roller.weblogger.business.themes,ThemeManagerImpl,importTheme,Complex Method,Cyclomatic complexity of the method is 21,190,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManagerImpl.java
java,org.apache.roller.weblogger.business.themes,ThemeManagerImpl,importTheme,Long Method,The method has 129 lines of code.,190,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManagerImpl.java
java,org.apache.roller.weblogger.business.themes,ThemeManagerImpl,loadAllThemesFromDisk,Long Statement,The length of the statement "log.warn("No themes found! Perhaps wrong directory for themes specified? " + "(Check themes.dir setting in roller[-custom].properties file.)");" is 143.,370,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManagerImpl.java
java,org.apache.roller.weblogger.business.themes,WeblogCustomTheme,getResource,Empty catch clause,The method has an empty catch block.,152,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/WeblogCustomTheme.java
java,org.apache.roller.weblogger.business.themes,WeblogSharedTheme,getStylesheet,Long Statement,The length of the statement "ThemeTemplate override=WebloggerFactory.getWeblogger().getWeblogManager().getTemplateByAction(this.weblog`ComponentType.STYLESHEET);" is 132.,117,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/WeblogSharedTheme.java
java,org.apache.roller.weblogger.business.themes,WeblogSharedTheme,getResource,Empty catch clause,The method has an empty catch block.,233,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/WeblogSharedTheme.java
java,org.apache.roller.weblogger.business.themes,SharedThemeTemplate,SharedThemeTemplate,Long Parameter List,The method has 9 parameters. ,56,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeTemplate.java
java,org.apache.roller.weblogger.business.themes,ThemeMetadataParser,unmarshall,Complex Method,Cyclomatic complexity of the method is 9,42,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeMetadataParser.java
java,org.apache.roller.weblogger.business.themes,ThemeMetadataParser,elementToTemplateMetadata,Complex Method,Cyclomatic complexity of the method is 9,117,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeMetadataParser.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,isCreationRequired,Complex Conditional,The conditional expression tableExists(con`"userrole") && (tableExists(con`"roller_user") || tableExists(con`"rolleruser")) is complex.,67,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,isCreationRequired,Empty catch clause,The method has an empty catch block.,67,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,isUpgradeRequired,Empty catch clause,The method has an empty catch block.,95,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,createDatabase,Empty catch clause,The method has an empty catch block.,155,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Complex Method,Cyclomatic complexity of the method is 10,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Empty catch clause,The method has an empty catch block.,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Long Statement,The length of the statement "String msg="Roller " + myVersion + " cannot upgrade from versions older than 3.10; "+ "try first upgrading to an earlier version of Roller.";" is 141.,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number,The method contains a magic number: 310,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number,The method contains a magic number: 400,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number,The method contains a magic number: 400,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number,The method contains a magic number: 500,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number,The method contains a magic number: 500,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number,The method contains a magic number: 510,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number,The method contains a magic number: 510,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number,The method contains a magic number: 520,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number,The method contains a magic number: 520,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number,The method contains a magic number: 610,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number,The method contains a magic number: 610,199,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Complex Method,Cyclomatic complexity of the method is 33,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Method,The method has 272 lines of code.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement,The length of the statement "PreparedStatement selectParents=con.prepareStatement("select categoryid` ancestorid from weblogcategoryassoc where relation='PARENT'");" is 135.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement,The length of the statement "PreparedStatement selectL1Children=con.prepareStatement("select f.id` f.name from weblogcategory f` weblogcategory p " + "where f.parentid = p.id and p.parentid is NULL");" is 171.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement,The length of the statement "PreparedStatement selectLxChildren=con.prepareStatement("select f.id` f.name` p.path from weblogcategory f` weblogcategory p " + "where f.parentid = p.id and p.path <> '/' " + "and p.path is not NULL and f.path is NULL");" is 221.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement,The length of the statement "selectL1Children=con.prepareStatement("select f.id` f.name from folder f` folder p " + "where f.parentid = p.id and p.parentid is NULL");" is 137.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement,The length of the statement "selectLxChildren=con.prepareStatement("select f.id` f.name` p.path from folder f` folder p " + "where f.parentid = p.id and p.path <> '/' " + "and p.path is not NULL and f.path is NULL");" is 187.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement,The length of the statement "PreparedStatement updateGroupSubs=con.prepareStatement("update rag_group_subscription set group_id = ? where group_id = ?");" is 124.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement,The length of the statement "PreparedStatement renameExternalGroup=con.prepareStatement("update rag_group set handle = 'all' where handle = 'external'");" is 124.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement,The length of the statement "PreparedStatement selectAbsUrl=con.prepareStatement("select value from roller_properties where name = 'site.absoluteurl'");" is 123.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement,The length of the statement "PreparedStatement updateSubUrl=con.prepareStatement("update rag_subscription set last_updated=last_updated` feed_url = ? where id = ?");" is 136.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement,The length of the statement "PreparedStatement selectIsAutoformtEnabled=con.prepareStatement("select value from roller_properties where name = 'users.comments.autoformat'");" is 144.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement,The length of the statement "PreparedStatement selectIsEscapehtmlEnabled=con.prepareStatement("select value from roller_properties where name = 'users.comments.escapehtml'");" is 145.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement,The length of the statement "PreparedStatement updateCommentsContentType=con.prepareStatement("update roller_comment set posttime=posttime` contenttype = ?");" is 129.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement,The length of the statement "PreparedStatement updateCommentsPlugins=con.prepareStatement("update roller_comment set posttime=posttime` plugins = ?");" is 121.,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 3,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
